Genre,JP_Sales
Action,159.95000000000087
Adventure,52.0700000000003
Fighting,87.35000000000014
Misc,107.75999999999995
Platform,130.77000000000012
Puzzle,57.30999999999997
Racing,56.69000000000002
Role-Playing,352.3099999999979
Shooter,38.28000000000007
Simulation,63.70000000000007
Sports,135.3700000000004
Strategy,49.46000000000003
