Genre,Other_Sales
Action,187.3799999999972
Adventure,16.810000000000024
Fighting,36.67999999999998
Misc,75.32000000000136
Platform,51.589999999999776
Puzzle,12.549999999999935
Racing,77.27000000000116
Role-Playing,59.60999999999999
Shooter,102.69000000000112
Simulation,31.520000000000294
Sports,134.96999999999758
Strategy,11.359999999999932
